stateName,agencyName,year,totalSpending,prevTotalSpending,yoyPCT
Rhode Island,National Science Foundation,2025,80453039,55920790,43.869639
Rhode Island,National Transportation Safety Board,2024,4012,NULL,NULL
Rhode Island,Nuclear Regulatory Commission,2021,0,NULL,NULL
Rhode Island,Nuclear Regulatory Commission,2024,0,0,NULL
Rhode Island,Pension Benefit Guaranty Corporation,2024,16486118.28,NULL,NULL
Rhode Island,Railroad Retirement Board,2019,15577300.49,NULL,NULL
Rhode Island,Railroad Retirement Board,2020,16004336.06,15577300.49,2.741396
Rhode Island,Railroad Retirement Board,2021,16398865.5,16004336.06,2.46514
Rhode Island,Railroad Retirement Board,2022,17469201.54,16398865.5,6.52689
Rhode Island,Railroad Retirement Board,2023,18922169.49,17469201.54,8.317311
Rhode Island,Railroad Retirement Board,2024,19844219.52,18922169.49,4.872855
Rhode Island,Railroad Retirement Board,2025,20427196.19,19844219.52,2.937765
Rhode Island,Securities and Exchange Commission,2019,0,NULL,NULL
Rhode Island,Securities and Exchange Commission,2020,0,0,NULL
Rhode Island,Small Business Administration,2019,1465671.9,NULL,NULL
Rhode Island,Small Business Administration,2020,2067014130,1465671.9,140928.4342
Rhode Island,Small Business Administration,2021,1181644896,2067014130,-42.833245
Rhode Island,Small Business Administration,2022,65873140.35,1181644896,-94.425301
Rhode Island,Small Business Administration,2023,0,65873140.35,-100
Rhode Island,Small Business Administration,2024,14316342.02,0,NULL
Rhode Island,Small Business Administration,2025,1493267.74,14316342.02,-89.569488
Rhode Island,Social Security Administration,2019,3993888982,NULL,NULL
Rhode Island,Social Security Administration,2020,4163912415,3993888982,4.257089
Rhode Island,Social Security Administration,2021,4289088471,4163912415,3.006212
Rhode Island,Social Security Administration,2022,4595897965,4289088471,7.153256
Rhode Island,Social Security Administration,2023,5081600366,4595897965,10.568171
Rhode Island,Social Security Administration,2024,5459304226,5081600366,7.432773
Rhode Island,Social Security Administration,2025,5924626281,5459304226,8.523468
South Carolina,Agency for International Development,2025,0,NULL,NULL
South Carolina,Appalachian Regional Commission,2019,521800,NULL,NULL
South Carolina,Appalachian Regional Commission,2020,1620899,521800,210.636067
South Carolina,Appalachian Regional Commission,2021,565000,1620899,-65.1428
South Carolina,Appalachian Regional Commission,2022,3123307,565000,452.797699
South Carolina,Appalachian Regional Commission,2023,4707523,3123307,50.722391
South Carolina,Appalachian Regional Commission,2024,6960233,4707523,47.853404
South Carolina,Appalachian Regional Commission,2025,6688023,6960233,-3.910932
South Carolina,Consumer Financial Protection Bureau,2019,16320,NULL,NULL
South Carolina,Consumer Financial Protection Bureau,2020,0,16320,-100
South Carolina,Consumer Financial Protection Bureau,2022,0,0,NULL
South Carolina,Consumer Financial Protection Bureau,2024,0,0,NULL
South Carolina,Consumer Product Safety Commission,2018,6731.05,NULL,NULL
South Carolina,Consumer Product Safety Commission,2019,1650,6731.05,-75.486736
South Carolina,Consumer Product Safety Commission,2020,2046,1650,24
South Carolina,Consumer Product Safety Commission,2021,1950,2046,-4.692082
South Carolina,Consumer Product Safety Commission,2022,1830,1950,-6.153846
South Carolina,Consumer Product Safety Commission,2023,0,1830,-100
South Carolina,Consumer Product Safety Commission,2024,0,0,NULL
South Carolina,Corporation for National and Community Service,2018,7757095.92,NULL,NULL
South Carolina,Corporation for National and Community Service,2019,5686236.84,7757095.92,-26.696319
South Carolina,Corporation for National and Community Service,2020,5779292.82,5686236.84,1.636512
South Carolina,Corporation for National and Community Service,2021,11142830.26,5779292.82,92.80612
South Carolina,Corporation for National and Community Service,2022,7516346.36,11142830.26,-32.545446
South Carolina,Corporation for National and Community Service,2023,8874567.35,7516346.36,18.070228
South Carolina,Corporation for National and Community Service,2024,7996502.15,8874567.35,-9.894174
South Carolina,Corporation for National and Community Service,2025,7313718.58,7996502.15,-8.538527
South Carolina,Department of Agriculture,2024,121931,NULL,NULL
South Carolina,Department of Agriculture,2025,155422.97,121931,27.467969
South Carolina,Department of Education,2018,1070751690,NULL,NULL
South Carolina,Department of Education,2019,1088888836,1070751690,1.69387
South Carolina,Department of Education,2020,1583487946,1088888836,45.422369
South Carolina,Department of Education,2021,5346601535,1583487946,237.647125
South Carolina,Department of Education,2022,1191137095,5346601535,-77.721603
South Carolina,Department of Education,2023,1245122421,1191137095,4.532251
South Carolina,Department of Education,2024,1267232113,1245122421,1.775704
South Carolina,Department of Education,2025,1362990968,1267232113,7.556536
South Carolina,Department of Energy,2018,2174031563,NULL,NULL
South Carolina,Department of Energy,2019,2231136897,2174031563,2.626702
South Carolina,Department of Energy,2020,2496281174,2231136897,11.883819
South Carolina,Department of Energy,2021,2822311776,2496281174,13.060652
South Carolina,Department of Energy,2022,3223302996,2822311776,14.207899
South Carolina,Department of Energy,2023,3870785991,3223302996,20.087562
South Carolina,Department of Energy,2024,3499467316,3870785991,-9.592849
South Carolina,Department of Energy,2025,4359566489,3499467316,24.578002
South Carolina,Department of Homeland Security,2018,0,NULL,NULL
South Carolina,Department of Homeland Security,2019,10503,0,NULL
South Carolina,Department of Housing and Urban Development,2018,25225,NULL,NULL
South Carolina,Department of Housing and Urban Development,2019,10000,25225,-60.356788
South Carolina,Department of Housing and Urban Development,2020,20800,10000,108
South Carolina,Department of Housing and Urban Development,2021,0,20800,-100
South Carolina,Department of Housing and Urban Development,2022,0,0,NULL
South Carolina,Department of Housing and Urban Development,2023,370348,0,NULL
South Carolina,Department of Housing and Urban Development,2024,0,370348,-100
South Carolina,Department of Housing and Urban Development,2025,0,0,NULL
South Carolina,Department of State,2018,100080170.6,NULL,NULL
South Carolina,Department of State,2019,66326405.03,100080170.6,-33.726726
South Carolina,Department of State,2020,116514239.8,66326405.03,75.667955
South Carolina,Department of State,2021,66640188.49,116514239.8,-42.805112
South Carolina,Department of State,2022,71656973.09,66640188.49,7.528166
South Carolina,Department of State,2023,101516181.5,71656973.09,41.669647
South Carolina,Department of State,2024,71594782.81,101516181.5,-29.474511
South Carolina,Department of State,2025,94783408.37,71594782.81,32.388708
South Carolina,Department of Veterans Affairs,2018,256786994.4,NULL,NULL
South Carolina,Department of Veterans Affairs,2019,227315282.8,256786994.4,-11.477104
South Carolina,Department of Veterans Affairs,2020,309822273.9,227315282.8,36.296279
South Carolina,Department of Veterans Affairs,2021,255323396.3,309822273.9,-17.590367
South Carolina,Department of Veterans Affairs,2022,211645003.8,255323396.3,-17.107085
South Carolina,Department of Veterans Affairs,2023,284657344.1,211645003.8,34.497549
South Carolina,Department of Veterans Affairs,2024,290919216.2,284657344.1,2.199792
South Carolina,Department of Veterans Affairs,2025,298389910.3,290919216.2,2.567961
South Carolina,Election Assistance Commission,2018,6040794,NULL,NULL
South Carolina,Election Assistance Commission,2020,13165577,6040794,117.944478
South Carolina,Election Assistance Commission,2022,1084886,13165577,-91.759677
South Carolina,Election Assistance Commission,2023,1084886,1084886,0
South Carolina,Election Assistance Commission,2024,1076861,1084886,-0.739709
South Carolina,Election Assistance Commission,2025,272727,1076861,-74.67389
South Carolina,Environmental Protection Agency,2018,51393358.06,NULL,NULL
South Carolina,Environmental Protection Agency,2019,57310575.17,51393358.06,11.513583
South Carolina,Environmental Protection Agency,2020,71173262.09,57310575.17,24.188706
South Carolina,Environmental Protection Agency,2021,51495059.28,71173262.09,-27.648308
South Carolina,Environmental Protection Agency,2022,81079109,51495059.28,57.450268
South Carolina,Environmental Protection Agency,2023,180365165.4,81079109,122.455781
South Carolina,Environmental Protection Agency,2024,275371978.2,180365165.4,52.674701
South Carolina,Environmental Protection Agency,2025,223523077.6,275371978.2,-18.828677
South Carolina,Equal Employment Opportunity Commission,2018,731650,NULL,NULL
South Carolina,Equal Employment Opportunity Commission,2020,792400,731650,8.30315
South Carolina,Equal Employment Opportunity Commission,2021,669000,792400,-15.572942
South Carolina,Equal Employment Opportunity Commission,2022,510250,669000,-23.729446
South Carolina,Equal Employment Opportunity Commission,2023,444800,510250,-12.827045
South Carolina,Equal Employment Opportunity Commission,2024,385335,444800,-13.368929
South Carolina,Equal Employment Opportunity Commission,2025,511600,385335,32.767591
South Carolina,Export-Import Bank of the United States,2018,0,NULL,NULL
South Carolina,Export-Import Bank of the United States,2019,0,0,NULL
South Carolina,Export-Import Bank of the United States,2020,0,0,NULL
South Carolina,Export-Import Bank of the United States,2021,0,0,NULL
South Carolina,Export-Import Bank of the United States,2022,0,0,NULL
South Carolina,Export-Import Bank of the United States,2023,0,0,NULL
South Carolina,Export-Import Bank of the United States,2024,0,0,NULL
South Carolina,Export-Import Bank of the United States,2025,0,0,NULL
South Carolina,Federal Communications Commission,2018,10000,NULL,NULL
South Carolina,Federal Communications Commission,2020,343358051.4,10000,3433480.514
South Carolina,Federal Communications Commission,2021,111940909.8,343358051.4,-67.398198
South Carolina,Federal Communications Commission,2022,393177904.4,111940909.8,251.237009
South Carolina,Federal Communications Commission,2023,243431455,393177904.4,-38.086181
South Carolina,Federal Communications Commission,2024,313280587.6,243431455,28.693552
South Carolina,Federal Communications Commission,2025,92837698.41,313280587.6,-70.365958
South Carolina,Federal Trade Commission,2019,0,NULL,NULL
South Carolina,Federal Trade Commission,2020,0,0,NULL
South Carolina,Institute of Museum and Library Services,2019,3332136,NULL,NULL
South Carolina,Institute of Museum and Library Services,2020,4082118.33,3332136,22.507554
South Carolina,Institute of Museum and Library Services,2021,6656714.44,4082118.33,63.070099
South Carolina,Institute of Museum and Library Services,2022,3170134.92,6656714.44,-52.376882
South Carolina,Institute of Museum and Library Services,2023,4029611.1,3170134.92,27.111659
South Carolina,Institute of Museum and Library Services,2024,5684438.15,4029611.1,41.066668
South Carolina,Institute of Museum and Library Services,2025,4125207.66,5684438.15,-27.429808
South Carolina,Millennium Challenge Corporation,2019,317627.89,NULL,NULL
South Carolina,Millennium Challenge Corporation,2020,324901.7,317627.89,2.290041
South Carolina,Millennium Challenge Corporation,2021,111359.26,324901.7,-65.725245
South Carolina,Millennium Challenge Corporation,2022,32550,111359.26,-70.770279
South Carolina,Millennium Challenge Corporation,2023,34177.5,32550,5
South Carolina,Millennium Challenge Corporation,2024,0,34177.5,-100
South Carolina,Millennium Challenge Corporation,2025,0,0,NULL
South Carolina,National Aeronautics and Space Administration,2019,6736679.08,NULL,NULL
South Carolina,National Aeronautics and Space Administration,2020,9806269.07,6736679.08,45.565329
South Carolina,National Aeronautics and Space Administration,2021,7003577.31,9806269.07,-28.580612
South Carolina,National Aeronautics and Space Administration,2022,6626531.61,7003577.31,-5.383615
South Carolina,National Aeronautics and Space Administration,2023,7263995.89,6626531.61,9.619878
South Carolina,National Aeronautics and Space Administration,2024,11273316.03,7263995.89,55.194416
South Carolina,National Aeronautics and Space Administration,2025,7372023.97,11273316.03,-34.606428
South Carolina,National Archives and Records Administration,2024,65230.8,NULL,NULL
South Carolina,National Credit Union Administration,2019,39050,NULL,NULL
South Carolina,National Credit Union Administration,2020,64556,39050,65.316261
South Carolina,National Credit Union Administration,2021,56997,64556,-11.709213
South Carolina,National Credit Union Administration,2022,50000,56997,-12.276084
South Carolina,National Credit Union Administration,2023,117500,50000,135
South Carolina,National Credit Union Administration,2024,160000,117500,36.170212
South Carolina,National Credit Union Administration,2025,18764.28,160000,-88.272325
South Carolina,National Endowment for the Arts,2019,1078213.5,NULL,NULL
South Carolina,National Endowment for the Arts,2020,1999079.99,1078213.5,85.406692
South Carolina,National Endowment for the Arts,2021,1950100,1999079.99,-2.450126
South Carolina,National Endowment for the Arts,2022,2058600,1950100,5.563817
South Carolina,National Endowment for the Arts,2023,1222447.52,2058600,-40.61753
South Carolina,National Endowment for the Arts,2024,1520305.52,1222447.52,24.365708
South Carolina,National Endowment for the Arts,2025,1425571.67,1520305.52,-6.231237
South Carolina,National Endowment for the Humanities,2019,2387578,NULL,NULL
South Carolina,National Endowment for the Humanities,2020,2741135,2387578,14.808186
South Carolina,National Endowment for the Humanities,2021,2066692.76,2741135,-24.604488
South Carolina,National Endowment for the Humanities,2022,2424984.55,2066692.76,17.33648
South Carolina,National Endowment for the Humanities,2023,1204882.96,2424984.55,-50.313788
South Carolina,National Endowment for the Humanities,2024,1662555.28,1204882.96,37.984794
South Carolina,National Endowment for the Humanities,2025,593756.18,1662555.28,-64.28653
South Carolina,National Labor Relations Board,2022,10430,NULL,NULL
South Carolina,National Labor Relations Board,2023,0,10430,-100
South Carolina,National Science Foundation,2019,48466400,NULL,NULL
South Carolina,National Science Foundation,2020,44109132,48466400,-8.990286
South Carolina,National Science Foundation,2021,47423848,44109132,7.514806
South Carolina,National Science Foundation,2022,59014815,47423848,24.441219
South Carolina,National Science Foundation,2023,73169782,59014815,23.985446
South Carolina,National Science Foundation,2024,77978623.22,73169782,6.572168
South Carolina,National Science Foundation,2025,65941500,77978623.22,-15.436439
South Carolina,National Transportation Safety Board,2020,3988.52,NULL,NULL
South Carolina,National Transportation Safety Board,2022,4500,3988.52,12.823804
South Carolina,National Transportation Safety Board,2023,4500,4500,0
South Carolina,National Transportation Safety Board,2024,4800,4500,6.666666
South Carolina,National Transportation Safety Board,2025,4796,4800,-0.083333
South Carolina,Nuclear Regulatory Commission,2019,0,NULL,NULL
South Carolina,Nuclear Regulatory Commission,2020,0,0,NULL
South Carolina,Nuclear Regulatory Commission,2021,333859.89,0,NULL
South Carolina,Nuclear Regulatory Commission,2022,1349859,333859.89,304.319009
South Carolina,Nuclear Regulatory Commission,2023,0,1349859,-100
South Carolina,Nuclear Regulatory Commission,2024,947874.68,0,NULL
South Carolina,Nuclear Regulatory Commission,2025,0,947874.68,-100
South Carolina,Office of Personnel Management,2019,11585.89,NULL,NULL
South Carolina,Office of Personnel Management,2020,0,11585.89,-100
South Carolina,Office of Personnel Management,2022,0,0,NULL
South Carolina,Office of Personnel Management,2023,57600,0,NULL
South Carolina,Office of Personnel Management,2024,59400,57600,3.125
South Carolina,Office of Personnel Management,2025,0,59400,-100
South Carolina,Peace Corps,2024,4998,NULL,NULL
South Carolina,Peace Corps,2025,0,4998,-100
South Carolina,Railroad Retirement Board,2019,171729289.6,NULL,NULL
South Carolina,Railroad Retirement Board,2020,177875807.6,171729289.6,3.57919
South Carolina,Railroad Retirement Board,2021,181966090.6,177875807.6,2.299516
South Carolina,Railroad Retirement Board,2022,202264924.4,181966090.6,11.155283
South Carolina,Railroad Retirement Board,2023,229968662.5,202264924.4,13.696758
South Carolina,Railroad Retirement Board,2024,207865397.9,229968662.5,-9.611424
South Carolina,Railroad Retirement Board,2025,232306387,207865397.9,11.758084
South Carolina,Securities and Exchange Commission,2019,49211.18,NULL,NULL
South Carolina,Small Business Administration,2019,6849680.73,NULL,NULL
South Carolina,Small Business Administration,2020,6422436149,6849680.73,93662.56212
South Carolina,Small Business Administration,2021,3501915952,6422436149,-45.473713
South Carolina,Small Business Administration,2022,173097212.4,3501915952,-95.057071
South Carolina,Small Business Administration,2023,0,173097212.4,-100
South Carolina,Small Business Administration,2024,6488937.06,0,NULL
South Carolina,Small Business Administration,2025,22747267.54,6488937.06,250.554602
South Carolina,Social Security Administration,2019,20026476540,NULL,NULL
South Carolina,Social Security Administration,2020,21144318037,20026476540,5.581818
South Carolina,Social Security Administration,2021,22050712228,21144318037,4.286703
South Carolina,Social Security Administration,2022,23811651249,22050712228,7.98586
South Carolina,Social Security Administration,2023,26547280792,23811651249,11.488617
South Carolina,Social Security Administration,2024,28731980891,26547280792,8.229468
South Carolina,Social Security Administration,2025,31168988719,28731980891,8.481864
South Carolina,U.S. Agency for Global Media,2020,17088.9,NULL,NULL
South Carolina,United States Trade and Development Agency,2019,0,NULL,NULL
South Carolina,United States Trade and Development Agency,2021,6439.22,0,NULL
South Carolina,United States Trade and Development Agency,2022,206550,6439.22,3107.686645
South Carolina,United States Trade and Development Agency,2023,498990,206550,141.583151
South Carolina,United States Trade and Development Agency,2024,591586,498990,18.556684
South Dakota,Agency for International Development,2019,99049.08,NULL,NULL
South Dakota,Agency for International Development,2024,29852.4,99049.08,-69.861002
South Dakota,Commodity Futures Trading Commission,2018,82676.25,NULL,NULL
South Dakota,Commodity Futures Trading Commission,2019,90195.4,82676.25,9.094691
South Dakota,Consumer Financial Protection Bureau,2021,0,NULL,NULL
South Dakota,Consumer Product Safety Commission,2018,18299.18,NULL,NULL
South Dakota,Consumer Product Safety Commission,2019,18698.78,18299.18,2.183704
South Dakota,Consumer Product Safety Commission,2020,17232.5,18698.78,-7.841581
South Dakota,Consumer Product Safety Commission,2021,17750.29,17232.5,3.004729
South Dakota,Consumer Product Safety Commission,2022,20511,17750.29,15.553041
South Dakota,Consumer Product Safety Commission,2023,21696.92,20511,5.781873
South Dakota,Consumer Product Safety Commission,2024,20019.48,21696.92,-7.731235
South Dakota,Consumer Product Safety Commission,2025,9880,20019.48,-50.648068
South Dakota,Corporation for National and Community Service,2018,957958.81,NULL,NULL
South Dakota,Corporation for National and Community Service,2019,1266219,957958.81,32.178856
South Dakota,Corporation for National and Community Service,2020,716827.6,1266219,-43.388339
South Dakota,Corporation for National and Community Service,2021,1159036.27,716827.6,61.689682
South Dakota,Corporation for National and Community Service,2022,407042.73,1159036.27,-64.880932
South Dakota,Corporation for National and Community Service,2023,1219072.3,407042.73,199.49492
South Dakota,Corporation for National and Community Service,2024,754723,1219072.3,-38.090382
South Dakota,Corporation for National and Community Service,2025,752875.92,754723,-0.244736
South Dakota,Department of Agriculture,2024,62941,NULL,NULL
South Dakota,Department of Agriculture,2025,0,62941,-100
South Dakota,Department of Education,2018,276475547.7,NULL,NULL
South Dakota,Department of Education,2019,306845134.7,276475547.7,10.984547
South Dakota,Department of Education,2020,391212953,306845134.7,27.495243
South Dakota,Department of Education,2021,1033876647,391212953,164.274646
South Dakota,Department of Education,2022,288335642.3,1033876647,-72.111214
South Dakota,Department of Education,2023,333602398.1,288335642.3,15.699327
South Dakota,Department of Education,2024,358439558.9,333602398.1,7.445138
South Dakota,Department of Education,2025,368235333.3,358439558.9,2.732894
South Dakota,Department of Energy,2018,13836727.27,NULL,NULL
South Dakota,Department of Energy,2019,12188043.93,13836727.27,-11.915269
South Dakota,Department of Energy,2020,42079849.9,12188043.93,245.255154
South Dakota,Department of Energy,2021,40060642.45,42079849.9,-4.798513
South Dakota,Department of Energy,2022,42921896.97,40060642.45,7.142308
South Dakota,Department of Energy,2023,52145002.17,42921896.97,21.488111
South Dakota,Department of Energy,2024,66784822.61,52145002.17,28.075213
South Dakota,Department of Energy,2025,81045073.18,66784822.61,21.352531
South Dakota,Department of Homeland Security,2018,499898,NULL,NULL
South Dakota,Department of Homeland Security,2019,999937.66,499898,100.028337
South Dakota,Department of Housing and Urban Development,2019,0,NULL,NULL
South Dakota,Department of Housing and Urban Development,2023,33078730.5,0,NULL
South Dakota,Department of Housing and Urban Development,2024,6037782.09,33078730.5,-81.747237
South Dakota,Department of Housing and Urban Development,2025,0,6037782.09,-100
South Dakota,Department of State,2018,1056321.19,NULL,NULL
South Dakota,Department of State,2019,118321.99,1056321.19,-88.798673
South Dakota,Department of State,2020,84470.48,118321.99,-28.609652
South Dakota,Department of State,2021,155797.77,84470.48,84.440493
South Dakota,Department of State,2022,8927.34,155797.77,-94.269917
South Dakota,Department of State,2023,175623.32,8927.34,1867.252507
South Dakota,Department of State,2024,1017569.92,175623.32,479.404785
South Dakota,Department of State,2025,92177.7,1017569.92,-90.941389
South Dakota,Department of Veterans Affairs,2018,261579226.1,NULL,NULL
South Dakota,Department of Veterans Affairs,2019,322117840.6,261579226.1,23.14351
South Dakota,Department of Veterans Affairs,2020,426108373.9,322117840.6,32.283382
South Dakota,Department of Veterans Affairs,2021,79867221.79,426108373.9,-81.256594
South Dakota,Department of Veterans Affairs,2022,133414875.5,79867221.79,67.045845
South Dakota,Department of Veterans Affairs,2023,66028958.25,133414875.5,-50.508548
South Dakota,Department of Veterans Affairs,2024,48575329.28,66028958.25,-26.433294
South Dakota,Department of Veterans Affairs,2025,113495814.9,48575329.28,133.64909
South Dakota,Election Assistance Commission,2018,3000000,NULL,NULL
South Dakota,Election Assistance Commission,2020,6000000,3000000,100
South Dakota,Election Assistance Commission,2022,0,6000000,-100
South Dakota,Election Assistance Commission,2023,1000000,0,NULL
South Dakota,Election Assistance Commission,2024,1000000,1000000,0
South Dakota,Election Assistance Commission,2025,272727,1000000,-72.7273
South Dakota,Environmental Protection Agency,2018,31492968.79,NULL,NULL
South Dakota,Environmental Protection Agency,2019,30748273,31492968.79,-2.364641
South Dakota,Environmental Protection Agency,2020,32849970.79,30748273,6.835173
South Dakota,Environmental Protection Agency,2021,33478193.34,32849970.79,1.912399
South Dakota,Environmental Protection Agency,2022,15004530.5,33478193.34,-55.181182
South Dakota,Environmental Protection Agency,2023,110651099.5,15004530.5,637.451262
South Dakota,Environmental Protection Agency,2024,136704861.3,110651099.5,23.545867
South Dakota,Environmental Protection Agency,2025,117855685.7,136704861.3,-13.788226
South Dakota,Equal Employment Opportunity Commission,2018,75826.18,NULL,NULL
South Dakota,Equal Employment Opportunity Commission,2019,148724.74,75826.18,96.139037
South Dakota,Equal Employment Opportunity Commission,2020,170249.1,148724.74,14.472615
South Dakota,Equal Employment Opportunity Commission,2021,223480,170249.1,31.266479
South Dakota,Equal Employment Opportunity Commission,2022,192720,223480,-13.764095
South Dakota,Equal Employment Opportunity Commission,2023,226310,192720,17.429431
South Dakota,Equal Employment Opportunity Commission,2024,169510,226310,-25.098316
South Dakota,Equal Employment Opportunity Commission,2025,111080,169510,-34.469942
South Dakota,Executive Office of the President,2025,1063091,NULL,NULL
South Dakota,Export-Import Bank of the United States,2018,0,NULL,NULL
South Dakota,Export-Import Bank of the United States,2019,65617.32,0,NULL
South Dakota,Export-Import Bank of the United States,2020,0,65617.32,-100
South Dakota,Export-Import Bank of the United States,2021,0,0,NULL
South Dakota,Export-Import Bank of the United States,2022,0,0,NULL
South Dakota,Export-Import Bank of the United States,2023,0,0,NULL
South Dakota,Export-Import Bank of the United States,2024,0,0,NULL
South Dakota,Export-Import Bank of the United States,2025,0,0,NULL
South Dakota,Federal Communications Commission,2020,907405383.5,NULL,NULL
South Dakota,Federal Communications Commission,2021,31357644.46,907405383.5,-96.544251
South Dakota,Federal Communications Commission,2022,59173653.03,31357644.46,88.705669
South Dakota,Federal Communications Commission,2023,29241195.26,59173653.03,-50.584096
South Dakota,Federal Communications Commission,2024,0,29241195.26,-100
South Dakota,Federal Communications Commission,2025,65150033.31,0,NULL
South Dakota,Federal Election Commission,2018,128221.89,NULL,NULL
South Dakota,Federal Election Commission,2019,10523.01,128221.89,-91.793125
South Dakota,Federal Election Commission,2020,33823.03,10523.01,221.419726
South Dakota,Federal Election Commission,2024,75959.75,33823.03,124.579968
South Dakota,Federal Mediation and Conciliation Service,2022,10875.45,NULL,NULL
South Dakota,Federal Trade Commission,2019,0,NULL,NULL
South Dakota,Institute of Museum and Library Services,2019,1039533,NULL,NULL
South Dakota,Institute of Museum and Library Services,2020,1250246.08,1039533,20.269975
South Dakota,Institute of Museum and Library Services,2021,3544164,1250246.08,183.477313
South Dakota,Institute of Museum and Library Services,2022,1368722,3544164,-61.380963
South Dakota,Institute of Museum and Library Services,2023,1671142.12,1368722,22.095072
South Dakota,Institute of Museum and Library Services,2024,1334206,1671142.12,-20.162026
South Dakota,Institute of Museum and Library Services,2025,1473335.75,1334206,10.427906
South Dakota,International Trade Commission,2021,228693,NULL,NULL
South Dakota,International Trade Commission,2022,30524,228693,-86.652849
South Dakota,International Trade Commission,2023,0,30524,-100
South Dakota,National Aeronautics and Space Administration,2019,3475512.25,NULL,NULL
South Dakota,National Aeronautics and Space Administration,2020,8799096.7,3475512.25,153.174095
South Dakota,National Aeronautics and Space Administration,2021,4578395.53,8799096.7,-47.967437
South Dakota,National Aeronautics and Space Administration,2022,5922641.56,4578395.53,29.360635
South Dakota,National Aeronautics and Space Administration,2023,3711839.84,5922641.56,-37.327967
South Dakota,National Aeronautics and Space Administration,2024,3299132.62,3711839.84,-11.118669
South Dakota,National Aeronautics and Space Administration,2025,5482246.15,3299132.62,66.172348
South Dakota,National Archives and Records Administration,2019,16367.4,NULL,NULL
South Dakota,National Archives and Records Administration,2020,16367.4,16367.4,0
South Dakota,National Archives and Records Administration,2021,223728.66,16367.4,1266.916309
South Dakota,National Archives and Records Administration,2022,75428.59,223728.66,-66.285682
South Dakota,National Archives and Records Administration,2023,25460.55,75428.59,-66.245491
South Dakota,National Credit Union Administration,2019,20000,NULL,NULL
South Dakota,National Credit Union Administration,2020,31858,20000,59.29
South Dakota,National Credit Union Administration,2021,1952.56,31858,-93.871052
South Dakota,National Credit Union Administration,2022,0,1952.56,-100
South Dakota,National Credit Union Administration,2023,10000,0,NULL
South Dakota,National Credit Union Administration,2024,50000,10000,400
South Dakota,National Endowment for the Arts,2019,1010700,NULL,NULL
South Dakota,National Endowment for the Arts,2020,1494637,1010700,47.881369
South Dakota,National Endowment for the Arts,2021,1846100,1494637,23.51494
South Dakota,National Endowment for the Arts,2022,1635083.07,1846100,-11.430417
South Dakota,National Endowment for the Arts,2023,1205859.99,1635083.07,-26.250842
South Dakota,National Endowment for the Arts,2024,1142394.17,1205859.99,-5.263116
South Dakota,National Endowment for the Arts,2025,1292438,1142394.17,13.134155
South Dakota,National Endowment for the Humanities,2019,964638,NULL,NULL
South Dakota,National Endowment for the Humanities,2020,1336450,964638,38.5442
South Dakota,National Endowment for the Humanities,2021,1474797,1336450,10.351827
South Dakota,National Endowment for the Humanities,2022,1998416,1474797,35.504479
South Dakota,National Endowment for the Humanities,2023,1010908.42,1998416,-49.414515
South Dakota,National Endowment for the Humanities,2024,1055635,1010908.42,4.424394
South Dakota,National Endowment for the Humanities,2025,544488,1055635,-48.420808
South Dakota,National Science Foundation,2019,19959809,NULL,NULL
South Dakota,National Science Foundation,2020,19146802.75,19959809,-4.073216
South Dakota,National Science Foundation,2021,16475426.81,19146802.75,-13.952073
South Dakota,National Science Foundation,2022,26560786.56,16475426.81,61.214558
South Dakota,National Science Foundation,2023,19323467,26560786.56,-27.248137
South Dakota,National Science Foundation,2024,24163103,19323467,25.045381
South Dakota,National Science Foundation,2025,32315356,24163103,33.738435
South Dakota,National Transportation Safety Board,2019,33757.38,NULL,NULL
South Dakota,National Transportation Safety Board,2020,45177.76,33757.38,33.830765
South Dakota,National Transportation Safety Board,2024,4718.37,45177.76,-89.555989
South Dakota,National Transportation Safety Board,2025,24621.56,4718.37,421.823426
South Dakota,Nuclear Regulatory Commission,2024,72328.95,NULL,NULL
South Dakota,Office of Personnel Management,2019,23796,NULL,NULL
South Dakota,Pension Benefit Guaranty Corporation,2022,2559140,NULL,NULL
South Dakota,Railroad Retirement Board,2019,45868252.36,NULL,NULL
South Dakota,Railroad Retirement Board,2020,49158445.5,45868252.36,7.173138
South Dakota,Railroad Retirement Board,2021,49685308.71,49158445.5,1.071765
South Dakota,Railroad Retirement Board,2022,50997053.66,49685308.71,2.640106
South Dakota,Railroad Retirement Board,2023,53599681.81,50997053.66,5.103487
South Dakota,Railroad Retirement Board,2024,54853537.57,53599681.81,2.339297
South Dakota,Railroad Retirement Board,2025,55557442.25,54853537.57,1.283243
South Dakota,Securities and Exchange Commission,2019,94245.51,NULL,NULL
South Dakota,Securities and Exchange Commission,2020,40092.94,94245.51,-57.459044
South Dakota,Securities and Exchange Commission,2021,41372.5,40092.94,3.191484
South Dakota,Securities and Exchange Commission,2022,42736.43,41372.5,3.296706
South Dakota,Selective Service System,2021,13379.44,NULL,NULL
South Dakota,Selective Service System,2022,450213.96,13379.44,3264.968638
South Dakota,Selective Service System,2023,17518.62,450213.96,-96.108823
South Dakota,Small Business Administration,2019,1403295.01,NULL,NULL
South Dakota,Small Business Administration,2020,1814877603,1403295.01,129229.7268
South Dakota,Small Business Administration,2021,1158070077,1814877603,-36.190183
South Dakota,Small Business Administration,2022,41035471.11,1158070077,-96.456564
