stateName,agencyName,year,totalSpending,prevTotalSpending,yoyPCT
California,Agency for International Development,2018,58938714.65,NULL,NULL
California,Agency for International Development,2019,37496290.76,58938714.65,-36.380881
California,Agency for International Development,2020,58466291.49,37496290.76,55.925533
California,Agency for International Development,2021,37263877.45,58466291.49,-36.264338
California,Agency for International Development,2022,54408629.89,37263877.45,46.00904
California,Agency for International Development,2023,69226277.47,54408629.89,27.234002
California,Agency for International Development,2024,83412164.37,69226277.47,20.492055
California,Agency for International Development,2025,32910869.21,83412164.37,-60.54428
California,Commodity Futures Trading Commission,2018,110841.1,NULL,NULL
California,Commodity Futures Trading Commission,2019,169972.24,110841.1,53.347666
California,Commodity Futures Trading Commission,2020,278098.42,169972.24,63.614023
California,Commodity Futures Trading Commission,2021,302266.73,278098.42,8.690559
California,Commodity Futures Trading Commission,2022,1577630.8,302266.73,421.933326
California,Commodity Futures Trading Commission,2023,126713.49,1577630.8,-91.968115
California,Commodity Futures Trading Commission,2024,68100.71,126713.49,-46.256148
California,Commodity Futures Trading Commission,2025,166674.55,68100.71,144.747154
California,Consumer Financial Protection Bureau,2018,1814567.9,NULL,NULL
California,Consumer Financial Protection Bureau,2019,849294.42,1814567.9,-53.195776
California,Consumer Financial Protection Bureau,2020,1037596.5,849294.42,22.17159
California,Consumer Financial Protection Bureau,2021,12903389.82,1037596.5,1143.584555
California,Consumer Financial Protection Bureau,2022,2199612.16,12903389.82,-82.953222
California,Consumer Financial Protection Bureau,2023,0,2199612.16,-100
California,Consumer Financial Protection Bureau,2024,535256.31,0,NULL
California,Consumer Financial Protection Bureau,2025,895045.72,535256.31,67.218153
California,Consumer Product Safety Commission,2018,385257.44,NULL,NULL
California,Consumer Product Safety Commission,2019,526584.79,385257.44,36.683872
California,Consumer Product Safety Commission,2020,434595.4,526584.79,-17.469055
California,Consumer Product Safety Commission,2021,329920.43,434595.4,-24.085613
California,Consumer Product Safety Commission,2022,1367444.22,329920.43,314.476975
California,Consumer Product Safety Commission,2023,458071.86,1367444.22,-66.501605
California,Consumer Product Safety Commission,2024,331275.44,458071.86,-27.680464
California,Consumer Product Safety Commission,2025,0,331275.44,-100
California,Corporation for National and Community Service,2018,56994820.79,NULL,NULL
California,Corporation for National and Community Service,2019,49465347.03,56994820.79,-13.210803
California,Corporation for National and Community Service,2020,60545720.64,49465347.03,22.400274
California,Corporation for National and Community Service,2021,74405413.59,60545720.64,22.891284
California,Corporation for National and Community Service,2022,73244778.64,74405413.59,-1.559879
California,Corporation for National and Community Service,2023,120845660.1,73244778.64,64.98877
California,Corporation for National and Community Service,2024,56551191.33,120845660.1,-53.203787
California,Corporation for National and Community Service,2025,54802462.05,56551191.33,-3.092294
California,Court Services and Offender Supervision Agency,2018,5931.34,NULL,NULL
California,Defense Nuclear Facilities Safety Board,2020,195000,NULL,NULL
California,Defense Nuclear Facilities Safety Board,2021,0,195000,-100
California,Defense Nuclear Facilities Safety Board,2022,0,0,NULL
California,Department of Agriculture,2024,1242887.51,NULL,NULL
California,Department of Education,2018,9508392411,NULL,NULL
California,Department of Education,2019,9705292448,9508392411,2.070802
California,Department of Education,2020,13446606979,9705292448,38.549219
California,Department of Education,2021,35373325979,13446606979,163.065069
California,Department of Education,2022,14868538664,35373325979,-57.966806
California,Department of Education,2023,10125540432,14868538664,-31.899558
California,Department of Education,2024,10764400109,10125540432,6.309388
California,Department of Education,2025,11268741301,10764400109,4.685269
California,Department of Energy,2018,4801955649,NULL,NULL
California,Department of Energy,2019,4350900438,4801955649,-9.393156
California,Department of Energy,2020,4604198793,4350900438,5.821745
California,Department of Energy,2021,5196301410,4604198793,12.860057
California,Department of Energy,2022,5412662548,5196301410,4.163752
California,Department of Energy,2023,5907649330,5412662548,9.144977
California,Department of Energy,2024,7843229827,5907649330,32.76397
California,Department of Energy,2025,9049006837,7843229827,15.373475
California,Department of Homeland Security,2018,5846871,NULL,NULL
California,Department of Homeland Security,2019,4559741,5846871,-22.013996
California,Department of Housing and Urban Development,2018,198406376.5,NULL,NULL
California,Department of Housing and Urban Development,2019,346383902.4,198406376.5,74.583049
California,Department of Housing and Urban Development,2020,318339859.9,346383902.4,-8.096231
California,Department of Housing and Urban Development,2021,281130970.9,318339859.9,-11.688416
California,Department of Housing and Urban Development,2022,27503522.83,281130970.9,-90.216829
California,Department of Housing and Urban Development,2023,0,27503522.83,-100
California,Department of Housing and Urban Development,2024,744586833.7,0,NULL
California,Department of Housing and Urban Development,2025,0,744586833.7,-100
California,Department of State,2018,99449812.64,NULL,NULL
California,Department of State,2019,112069160.2,99449812.64,12.689161
California,Department of State,2020,124839864,112069160.2,11.395377
California,Department of State,2021,35468511.47,124839864,-71.588793
California,Department of State,2022,211759355,35468511.47,497.034795
California,Department of State,2023,213416882.6,211759355,0.782741
California,Department of State,2024,200902345.9,213416882.6,-5.863892
California,Department of State,2025,294342378.4,200902345.9,46.510174
California,Department of the Interior,2018,0,NULL,NULL
California,Department of Veterans Affairs,2018,6909359975,NULL,NULL
California,Department of Veterans Affairs,2019,7400469525,6909359975,7.107887
California,Department of Veterans Affairs,2020,7670382337,7400469525,3.647239
California,Department of Veterans Affairs,2021,2519273920,7670382337,-67.155823
California,Department of Veterans Affairs,2022,2694252739,2519273920,6.945605
California,Department of Veterans Affairs,2023,2875023151,2694252739,6.709482
California,Department of Veterans Affairs,2024,3409150639,2875023151,18.578197
California,Department of Veterans Affairs,2025,4481998154,3409150639,31.469642
California,Election Assistance Commission,2018,34558874,NULL,NULL
California,Election Assistance Commission,2020,75428977,34558874,118.262252
California,Election Assistance Commission,2022,5826224,75428977,-92.27588
California,Election Assistance Commission,2023,5826224,5826224,0
California,Election Assistance Commission,2024,2372446,5826224,-59.279869
California,Election Assistance Commission,2025,647036,2372446,-72.72705
California,Environmental Protection Agency,2018,448523884.6,NULL,NULL
California,Environmental Protection Agency,2019,442544699.2,448523884.6,-1.33308
California,Environmental Protection Agency,2020,520295703.2,442544699.2,17.569073
California,Environmental Protection Agency,2021,460100346.1,520295703.2,-11.569451
California,Environmental Protection Agency,2022,1022221052,460100346.1,122.173502
California,Environmental Protection Agency,2023,1146529327,1022221052,12.160606
California,Environmental Protection Agency,2024,2002576165,1146529327,74.66419
California,Environmental Protection Agency,2025,3281799731,2002576165,63.878897
California,Equal Employment Opportunity Commission,2018,2432670.92,NULL,NULL
California,Equal Employment Opportunity Commission,2019,2923401.22,2432670.92,20.17249
California,Equal Employment Opportunity Commission,2020,2750123.82,2923401.22,-5.927253
California,Equal Employment Opportunity Commission,2021,4231866,2750123.82,53.879107
California,Equal Employment Opportunity Commission,2022,2958618.38,4231866,-30.087144
California,Equal Employment Opportunity Commission,2023,2705733.02,2958618.38,-8.547413
California,Equal Employment Opportunity Commission,2024,2732289.85,2705733.02,0.981502
California,Equal Employment Opportunity Commission,2025,3089869.53,2732289.85,13.087179
California,Executive Office of the President,2024,150350.8,NULL,NULL
California,Executive Office of the President,2025,32012955,150350.8,21192.1747
California,Export-Import Bank of the United States,2018,109757.85,NULL,NULL
California,Export-Import Bank of the United States,2019,0,109757.85,-100
California,Export-Import Bank of the United States,2020,0,0,NULL
California,Export-Import Bank of the United States,2021,0,0,NULL
California,Export-Import Bank of the United States,2022,0,0,NULL
California,Export-Import Bank of the United States,2023,0,0,NULL
California,Export-Import Bank of the United States,2024,518318.72,0,NULL
California,Export-Import Bank of the United States,2025,105549.38,518318.72,-79.636201
California,Federal Communications Commission,2018,1781094.57,NULL,NULL
California,Federal Communications Commission,2019,568620.16,1781094.57,-68.074678
California,Federal Communications Commission,2020,1659652103,568620.16,291773.595
California,Federal Communications Commission,2021,468153422.8,1659652103,-71.792074
California,Federal Communications Commission,2022,1658861723,468153422.8,254.34147
California,Federal Communications Commission,2023,1109775849,1658861723,-33.100159
California,Federal Communications Commission,2024,1135140925,1109775849,2.285603
California,Federal Communications Commission,2025,341731666.7,1135140925,-69.895221
California,Federal Election Commission,2018,94097.5,NULL,NULL
California,Federal Election Commission,2019,13168.4,94097.5,-86.005579
California,Federal Election Commission,2020,106271.23,13168.4,707.017025
California,Federal Election Commission,2021,118489.1,106271.23,11.496874
California,Federal Election Commission,2022,335724.75,118489.1,183.338087
California,Federal Election Commission,2023,336548,335724.75,0.245215
California,Federal Election Commission,2024,359256.89,336548,6.747593
California,Federal Election Commission,2025,67674.24,359256.89,-81.162716
California,Federal Maritime Commission,2023,17231.59,NULL,NULL
California,Federal Maritime Commission,2024,0,17231.59,-100
California,Federal Mediation and Conciliation Service,2018,344493.62,NULL,NULL
California,Federal Mediation and Conciliation Service,2019,322307.15,344493.62,-6.440313
California,Federal Mediation and Conciliation Service,2020,150550.4,322307.15,-53.289773
California,Federal Mediation and Conciliation Service,2021,605127.76,150550.4,301.943641
California,Federal Mediation and Conciliation Service,2022,545173.9,605127.76,-9.907636
California,Federal Mediation and Conciliation Service,2023,551716.51,545173.9,1.200095
California,Federal Mediation and Conciliation Service,2024,355477.12,551716.51,-35.568881
California,Federal Mediation and Conciliation Service,2025,161348.49,355477.12,-54.610724
California,Federal Trade Commission,2019,3197823.38,NULL,NULL
California,Federal Trade Commission,2020,2948438.56,3197823.38,-7.79858
California,Federal Trade Commission,2021,1324280.63,2948438.56,-55.085357
California,Federal Trade Commission,2022,1691074.81,1324280.63,27.697617
California,Federal Trade Commission,2023,1594369.79,1691074.81,-5.718553
California,Federal Trade Commission,2024,2260925,1594369.79,41.806813
California,Federal Trade Commission,2025,2023311.65,2260925,-10.509563
California,Institute of Museum and Library Services,2019,21368104.55,NULL,NULL
California,Institute of Museum and Library Services,2020,27252709.14,21368104.55,27.539197
California,Institute of Museum and Library Services,2021,31427480.82,27252709.14,15.31874
California,Institute of Museum and Library Services,2022,24457070.2,31427480.82,-22.179348
California,Institute of Museum and Library Services,2023,26471701.67,24457070.2,8.237419
California,Institute of Museum and Library Services,2024,26334071.26,26471701.67,-0.519915
California,Institute of Museum and Library Services,2025,18153318.8,26334071.26,-31.065278
California,International Trade Commission,2022,104347.56,NULL,NULL
California,International Trade Commission,2023,30309,104347.56,-70.9538
California,International Trade Commission,2024,31824,30309,4.998515
California,International Trade Commission,2025,44110.35,31824,38.607183
California,Merit Systems Protection Board,2020,0,NULL,NULL
California,Merit Systems Protection Board,2021,0,0,NULL
California,Merit Systems Protection Board,2022,0,0,NULL
California,Millennium Challenge Corporation,2019,250596.24,NULL,NULL
California,Millennium Challenge Corporation,2020,3121316.19,250596.24,1145.555875
California,Millennium Challenge Corporation,2021,2152903.69,3121316.19,-31.025773
California,Millennium Challenge Corporation,2022,981654.05,2152903.69,-54.403252
California,Millennium Challenge Corporation,2023,341850.02,981654.05,-65.17612
California,Millennium Challenge Corporation,2024,1219222.14,341850.02,256.654108
California,Millennium Challenge Corporation,2025,188782.24,1219222.14,-84.516173
California,Morris K. Udall and Stewart L. Udall Foundation,2023,513779.26,NULL,NULL
California,Morris K. Udall and Stewart L. Udall Foundation,2024,456450.16,513779.26,-11.158313
California,Morris K. Udall and Stewart L. Udall Foundation,2025,12281.96,456450.16,-97.309244
California,National Aeronautics and Space Administration,2019,4257285876,NULL,NULL
California,National Aeronautics and Space Administration,2020,4653879039,4257285876,9.315633
California,National Aeronautics and Space Administration,2021,4526369511,4653879039,-2.739854
California,National Aeronautics and Space Administration,2022,5044561825,4526369511,11.448298
California,National Aeronautics and Space Administration,2023,5225139616,5044561825,3.579652
California,National Aeronautics and Space Administration,2024,4465080512,5225139616,-14.546197
California,National Aeronautics and Space Administration,2025,4482529285,4465080512,0.390782
California,National Archives and Records Administration,2019,5255242.44,NULL,NULL
California,National Archives and Records Administration,2020,7250596.85,5255242.44,37.968836
California,National Archives and Records Administration,2021,5957546.79,7250596.85,-17.833705
California,National Archives and Records Administration,2022,8289797.02,5957546.79,39.147829
California,National Archives and Records Administration,2023,20113897.25,8289797.02,142.634375
California,National Archives and Records Administration,2024,21188871.05,20113897.25,5.344433
California,National Archives and Records Administration,2025,21709247.23,21188871.05,2.455893
California,National Credit Union Administration,2019,97982,NULL,NULL
California,National Credit Union Administration,2020,35340.87,97982,-63.931262
California,National Credit Union Administration,2021,101158.42,35340.87,186.23636
California,National Credit Union Administration,2022,6300,101158.42,-93.772144
California,National Credit Union Administration,2023,0,6300,-100
California,National Credit Union Administration,2024,156100,0,NULL
California,National Endowment for the Arts,2019,9114767.4,NULL,NULL
California,National Endowment for the Arts,2020,15758930.69,9114767.4,72.89449
California,National Endowment for the Arts,2021,11552583.32,15758930.69,-26.691832
California,National Endowment for the Arts,2022,18668036.23,11552583.32,61.591877
California,National Endowment for the Arts,2023,11567381.08,18668036.23,-38.036433
California,National Endowment for the Arts,2024,12021566.03,11567381.08,3.926428
California,National Endowment for the Arts,2025,5347160.49,12021566.03,-55.520266
California,National Endowment for the Humanities,2019,9406684.87,NULL,NULL
California,National Endowment for the Humanities,2020,12621152.83,9406684.87,34.172165
California,National Endowment for the Humanities,2021,16773523.38,12621152.83,32.900089
California,National Endowment for the Humanities,2022,14004939.37,16773523.38,-16.505679
California,National Endowment for the Humanities,2023,13156125.06,14004939.37,-6.060821
California,National Endowment for the Humanities,2024,14643936.42,13156125.06,11.308887
California,National Endowment for the Humanities,2025,6719199.22,14643936.42,-54.116167
California,National Labor Relations Board,2019,251760.9,NULL,NULL
California,National Labor Relations Board,2020,2283459.13,251760.9,806.995141
California,National Labor Relations Board,2021,460333.68,2283459.13,-79.840511
California,National Labor Relations Board,2022,2015456.72,460333.68,337.82517
California,National Labor Relations Board,2023,630146.09,2015456.72,-68.734327
California,National Labor Relations Board,2024,633247.92,630146.09,0.492239
California,National Labor Relations Board,2025,263579.59,633247.92,-58.376556
California,National Science Foundation,2019,916705252.1,NULL,NULL
California,National Science Foundation,2020,984422792.4,916705252.1,7.387057
California,National Science Foundation,2021,1051727668,984422792.4,6.836988
California,National Science Foundation,2022,1059996286,1051727668,0.786193
California,National Science Foundation,2023,1024859925,1059996286,-3.314762
California,National Science Foundation,2024,975855935.9,1024859925,-4.78153
California,National Science Foundation,2025,969784411.6,975855935.9,-0.622174
California,National Transportation Safety Board,2019,251860.11,NULL,NULL
California,National Transportation Safety Board,2020,133859.74,251860.11,-46.851551
California,National Transportation Safety Board,2021,205619.79,133859.74,53.608388
California,National Transportation Safety Board,2022,294518.73,205619.79,43.234622
California,National Transportation Safety Board,2023,2124955.94,294518.73,621.501121
California,National Transportation Safety Board,2024,424892.93,2124955.94,-80.004624
California,National Transportation Safety Board,2025,412371.87,424892.93,-2.946874
California,Nuclear Regulatory Commission,2019,832722.09,NULL,NULL
California,Nuclear Regulatory Commission,2020,773566.16,832722.09,-7.103922
California,Nuclear Regulatory Commission,2021,721469.5,773566.16,-6.734609
California,Nuclear Regulatory Commission,2022,1355448.94,721469.5,87.873352
California,Nuclear Regulatory Commission,2023,3364029.17,1355448.94,148.185606
California,Nuclear Regulatory Commission,2024,3149977.32,3364029.17,-6.36296
California,Nuclear Regulatory Commission,2025,1886135.89,3149977.32,-40.122239
California,Office of Personnel Management,2019,50360581.57,NULL,NULL
California,Office of Personnel Management,2020,0,50360581.57,-100
California,Office of Personnel Management,2021,0,0,NULL
California,Office of Personnel Management,2023,60415,0,NULL
California,Office of Personnel Management,2024,505572.3,60415,736.832409
California,Office of Personnel Management,2025,789747.26,505572.3,56.208569
California,Overseas Private Investment Corporation,2019,443069.18,NULL,NULL
California,Overseas Private Investment Corporation,2020,0,443069.18,-100
California,Peace Corps,2019,1492313.8,NULL,NULL
California,Peace Corps,2020,290892.78,1492313.8,-80.507264
California,Peace Corps,2021,624487.95,290892.78,114.679769
California,Peace Corps,2022,2190317.94,624487.95,250.738223
California,Peace Corps,2023,55236.74,2190317.94,-97.47814
California,Peace Corps,2024,804297.64,55236.74,1356.091796
California,Peace Corps,2025,261414.6,804297.64,-67.497778
California,Pension Benefit Guaranty Corporation,2019,34141237.46,NULL,NULL
California,Pension Benefit Guaranty Corporation,2020,26776102.52,34141237.46,-21.572548
California,Pension Benefit Guaranty Corporation,2021,53477573.76,26776102.52,99.721276
California,Pension Benefit Guaranty Corporation,2022,202524076.8,53477573.76,278.708424
California,Pension Benefit Guaranty Corporation,2023,1764117710,202524076.8,771.065671
California,Pension Benefit Guaranty Corporation,2024,58732116.84,1764117710,-96.670737
California,Pension Benefit Guaranty Corporation,2025,1404749381,58732116.84,2291.790824
California,Railroad Retirement Board,2019,604623666.5,NULL,NULL
California,Railroad Retirement Board,2020,618895070.8,604623666.5,2.360378
California,Railroad Retirement Board,2021,609827311.9,618895070.8,-1.465152
California,Railroad Retirement Board,2022,603807056.5,609827311.9,-0.987206
California,Railroad Retirement Board,2023,620537054.7,603807056.5,2.770752
California,Railroad Retirement Board,2024,627914610.2,620537054.7,1.188898
California,Railroad Retirement Board,2025,633019339.8,627914610.2,0.812965
California,Securities and Exchange Commission,2019,16106223.96,NULL,NULL
California,Securities and Exchange Commission,2020,6142949.54,16106223.96,-61.859778
California,Securities and Exchange Commission,2021,7361749.21,6142949.54,19.840626
California,Securities and Exchange Commission,2022,8425841.28,7361749.21,14.454337
California,Securities and Exchange Commission,2023,5608965.99,8425841.28,-33.431383
California,Securities and Exchange Commission,2024,5503881.43,5608965.99,-1.87351
California,Securities and Exchange Commission,2025,0,5503881.43,-100
California,Selective Service System,2021,15939,NULL,NULL
California,Small Business Administration,2019,40578557.64,NULL,NULL
California,Small Business Administration,2020,76905327570,40578557.64,189422.0827
California,Small Business Administration,2021,45627378880,76905327570,-40.670717
California,Small Business Administration,2022,3768747798,45627378880,-91.740161
California,Small Business Administration,2023,0,3768747798,-100
California,Small Business Administration,2024,58159414.5,0,NULL
California,Small Business Administration,2025,526350268.1,58159414.5,805.01301
California,Social Security Administration,2019,1.04418E+11,NULL,NULL
California,Social Security Administration,2020,1.09452E+11,1.04418E+11,4.821404
California,Social Security Administration,2021,1.12861E+11,1.09452E+11,3.114206
California,Social Security Administration,2022,1.20998E+11,1.12861E+11,7.210545
California,Social Security Administration,2023,1.33728E+11,1.20998E+11,10.520474
California,Social Security Administration,2024,1.43713E+11,1.33728E+11,7.466747
California,Social Security Administration,2025,1.57498E+11,1.43713E+11,9.591872
California,U.S. Agency for Global Media,2019,4286464.86,NULL,NULL
California,U.S. Agency for Global Media,2020,2609785.86,4286464.86,-39.115659
California,U.S. Agency for Global Media,2021,1150740.33,2609785.86,-55.906714
California,U.S. Agency for Global Media,2022,1600336.59,1150740.33,39.070174
California,U.S. Agency for Global Media,2023,2599515.21,1600336.59,62.435529
California,U.S. Agency for Global Media,2024,3183295.12,2599515.21,22.45726
California,U.S. Agency for Global Media,2025,983579.29,3183295.12,-69.10185
California,U.S. International Development Finance Corporation,2020,0,NULL,NULL
California,U.S. International Development Finance Corporation,2021,120000,0,NULL
California,U.S. International Development Finance Corporation,2022,2008140.87,120000,1573.450725
California,U.S. International Development Finance Corporation,2023,151441.17,2008140.87,-92.458638
California,U.S. International Development Finance Corporation,2024,0,151441.17,-100
California,U.S. International Development Finance Corporation,2025,2440783.46,0,NULL
California,United States Chemical Safety Board,2019,0,NULL,NULL
California,United States Chemical Safety Board,2020,0,0,NULL
California,United States Chemical Safety Board,2025,91452,0,NULL
California,United States Trade and Development Agency,2019,0,NULL,NULL
California,United States Trade and Development Agency,2020,149540.4,0,NULL
California,United States Trade and Development Agency,2021,54903.04,149540.4,-63.28548
California,United States Trade and Development Agency,2022,437267.45,54903.04,696.435771
California,United States Trade and Development Agency,2023,949474.5,437267.45,117.138161
California,United States Trade and Development Agency,2024,0,949474.5,-100
California,United States Trade and Development Agency,2025,68621.5,0,NULL
Colorado,Agency for International Development,2018,4778783.65,NULL,NULL
Colorado,Agency for International Development,2019,270000,4778783.65,-94.350026
Colorado,Agency for International Development,2020,732030.34,270000,171.122348
Colorado,Agency for International Development,2021,1292794.81,732030.34,76.603992
Colorado,Agency for International Development,2022,471748.56,1292794.81,-63.509401
Colorado,Agency for International Development,2023,389835.25,471748.56,-17.363764
Colorado,Agency for International Development,2024,2825744.73,389835.25,624.856136
Colorado,Agency for International Development,2025,526656.14,2825744.73,-81.362218
Colorado,Commodity Futures Trading Commission,2019,2360133.96,NULL,NULL
Colorado,Commodity Futures Trading Commission,2020,0,2360133.96,-100
Colorado,Commodity Futures Trading Commission,2022,566096.5,0,NULL
Colorado,Consumer Financial Protection Bureau,2018,248575,NULL,NULL
Colorado,Consumer Financial Protection Bureau,2019,235000,248575,-5.461128
Colorado,Consumer Financial Protection Bureau,2020,145000,235000,-38.297872
Colorado,Consumer Financial Protection Bureau,2021,0,145000,-100
Colorado,Consumer Financial Protection Bureau,2022,0,0,NULL
Colorado,Consumer Financial Protection Bureau,2024,0,0,NULL
Colorado,Consumer Financial Protection Bureau,2025,2045707.12,0,NULL
Colorado,Consumer Product Safety Commission,2018,61609.22,NULL,NULL
Colorado,Consumer Product Safety Commission,2019,96632.93,61609.22,56.848163
Colorado,Consumer Product Safety Commission,2020,83149.18,96632.93,-13.953576
Colorado,Consumer Product Safety Commission,2021,72049.46,83149.18,-13.349163
Colorado,Consumer Product Safety Commission,2022,92940.4,72049.46,28.995276
Colorado,Consumer Product Safety Commission,2023,68359.61,92940.4,-26.447906
Colorado,Consumer Product Safety Commission,2024,164711.17,68359.61,140.948083
Colorado,Consumer Product Safety Commission,2025,125881.78,164711.17,-23.574229
Colorado,Corporation for National and Community Service,2018,12308124.1,NULL,NULL
Colorado,Corporation for National and Community Service,2019,13798430.16,12308124.1,12.108311
Colorado,Corporation for National and Community Service,2020,12133965.88,13798430.16,-12.062707
Colorado,Corporation for National and Community Service,2021,23814960.91,12133965.88,96.266918
Colorado,Corporation for National and Community Service,2022,32926851.82,23814960.91,38.261204
Colorado,Corporation for National and Community Service,2023,35399342.17,32926851.82,7.509039
Colorado,Corporation for National and Community Service,2024,25693513.81,35399342.17,-27.418103
Colorado,Corporation for National and Community Service,2025,23795352.26,25693513.81,-7.387707
Colorado,Court Services and Offender Supervision Agency,2018,5558.84,NULL,NULL
Colorado,Defense Nuclear Facilities Safety Board,2020,48314.2,NULL,NULL
Colorado,Defense Nuclear Facilities Safety Board,2021,49280.3,48314.2,1.999619
Colorado,Defense Nuclear Facilities Safety Board,2022,50265.9,49280.3,1.999987
Colorado,Department of Agriculture,2024,42506,NULL,NULL
Colorado,Department of Agriculture,2025,0,42506,-100
Colorado,Department of Education,2018,1040673535,NULL,NULL
Colorado,Department of Education,2019,1098811776,1040673535,5.586597
Colorado,Department of Education,2020,1472706967,1098811776,34.027228
Colorado,Department of Education,2021,3376132855,1472706967,129.246749
Colorado,Department of Education,2022,1544558565,3376132855,-54.250658
Colorado,Department of Education,2023,1234656660,1544558565,-20.064108
Colorado,Department of Education,2024,1375330998,1234656660,11.393802
Colorado,Department of Education,2025,1337265493,1375330998,-2.767734
Colorado,Department of Energy,2018,714665437.8,NULL,NULL
Colorado,Department of Energy,2019,702449744.4,714665437.8,-1.709288
Colorado,Department of Energy,2020,843609406.2,702449744.4,20.095339
Colorado,Department of Energy,2021,852969014.7,843609406.2,1.109471
Colorado,Department of Energy,2022,995577153.2,852969014.7,16.719029
Colorado,Department of Energy,2023,1597858815,995577153.2,60.495729
Colorado,Department of Energy,2024,1886477201,1597858815,18.062821
Colorado,Department of Energy,2025,1815468627,1886477201,-3.764083
Colorado,Department of Homeland Security,2018,1241470,NULL,NULL
Colorado,Department of Homeland Security,2019,605040,1241470,-51.264227
Colorado,Department of Housing and Urban Development,2018,6729854.68,NULL,NULL
Colorado,Department of Housing and Urban Development,2019,16241764.34,6729854.68,141.339005
Colorado,Department of Housing and Urban Development,2020,0,16241764.34,-100
Colorado,Department of Housing and Urban Development,2021,6364054.69,0,NULL
Colorado,Department of Housing and Urban Development,2022,3530867.1,6364054.69,-44.518592
Colorado,Department of Housing and Urban Development,2023,0,3530867.1,-100
Colorado,Department of Housing and Urban Development,2024,7776032.25,0,NULL
Colorado,Department of Housing and Urban Development,2025,15125954.91,7776032.25,94.520218
Colorado,Department of State,2018,9432191.53,NULL,NULL
Colorado,Department of State,2019,17963420.34,9432191.53,90.448002
Colorado,Department of State,2020,12749013.3,17963420.34,-29.027918
Colorado,Department of State,2021,10602164.83,12749013.3,-16.83933
Colorado,Department of State,2022,8214179.07,10602164.83,-22.523567
Colorado,Department of State,2023,83269431.05,8214179.07,913.727973
Colorado,Department of State,2024,66938617.27,83269431.05,-19.612015
Colorado,Department of State,2025,7321214.69,66938617.27,-89.062793
Colorado,Department of Veterans Affairs,2018,869927214.9,NULL,NULL
Colorado,Department of Veterans Affairs,2019,760325940.1,869927214.9,-12.598901
Colorado,Department of Veterans Affairs,2020,1026255358,760325940.1,34.975712
Colorado,Department of Veterans Affairs,2021,1028360196,1026255358,0.205098
Colorado,Department of Veterans Affairs,2022,1476781922,1028360196,43.605511
Colorado,Department of Veterans Affairs,2023,1420040021,1476781922,-3.842266
Colorado,Department of Veterans Affairs,2024,1204843007,1420040021,-15.154292
Colorado,Department of Veterans Affairs,2025,1785405754,1204843007,48.185758
Colorado,Election Assistance Commission,2018,6342979,NULL,NULL
Colorado,Election Assistance Commission,2020,13825336,6342979,117.962821
Colorado,Election Assistance Commission,2021,0,13825336,-100
Colorado,Election Assistance Commission,2022,1172438,0,NULL
Colorado,Election Assistance Commission,2023,1172438,1172438,0
Colorado,Election Assistance Commission,2024,1000000,1172438,-14.707643
Colorado,Environmental Protection Agency,2018,102598289.6,NULL,NULL
Colorado,Environmental Protection Agency,2019,100840378.3,102598289.6,-1.713392
Colorado,Environmental Protection Agency,2020,103666389.6,100840378.3,2.80246
Colorado,Environmental Protection Agency,2021,113443863.6,103666389.6,9.431672
Colorado,Environmental Protection Agency,2022,229700635.5,113443863.6,102.479559
Colorado,Environmental Protection Agency,2023,171810601.1,229700635.5,-25.202383
Colorado,Environmental Protection Agency,2024,584317508.9,171810601.1,240.093978
Colorado,Environmental Protection Agency,2025,756043906.3,584317508.9,29.389226
Colorado,Equal Employment Opportunity Commission,2018,9030,NULL,NULL
Colorado,Equal Employment Opportunity Commission,2019,470854.23,9030,5114.332558
Colorado,Equal Employment Opportunity Commission,2020,755703.5,470854.23,60.496275
Colorado,Equal Employment Opportunity Commission,2021,727227,755703.5,-3.76821
Colorado,Equal Employment Opportunity Commission,2022,697200,727227,-4.128972
Colorado,Equal Employment Opportunity Commission,2023,700452,697200,0.466437
Colorado,Equal Employment Opportunity Commission,2024,731731,700452,4.465545
Colorado,Equal Employment Opportunity Commission,2025,872519,731731,19.240403
Colorado,Executive Office of the President,2025,6097218,NULL,NULL
Colorado,Export-Import Bank of the United States,2018,0,NULL,NULL
Colorado,Export-Import Bank of the United States,2019,0,0,NULL
Colorado,Export-Import Bank of the United States,2020,290097.56,0,NULL
Colorado,Export-Import Bank of the United States,2021,2227388.48,290097.56,667.806692
Colorado,Export-Import Bank of the United States,2022,0,2227388.48,-100
Colorado,Export-Import Bank of the United States,2023,0,0,NULL
Colorado,Export-Import Bank of the United States,2024,0,0,NULL
Colorado,Export-Import Bank of the United States,2025,537412.07,0,NULL
Colorado,Federal Communications Commission,2018,15189,NULL,NULL
Colorado,Federal Communications Commission,2019,752832,15189,4856.428994
Colorado,Federal Communications Commission,2020,554889079,752832,73606.89331
Colorado,Federal Communications Commission,2021,60970764.35,554889079,-89.01208
Colorado,Federal Communications Commission,2022,411536649.5,60970764.35,574.973741
Colorado,Federal Communications Commission,2023,151380050.7,411536649.5,-63.2159
Colorado,Federal Communications Commission,2024,245145586.9,151380050.7,61.940484
Colorado,Federal Communications Commission,2025,445863226.6,245145586.9,81.876913
Colorado,Federal Election Commission,2018,273301.93,NULL,NULL
Colorado,Federal Election Commission,2019,550444,273301.93,101.40509
Colorado,Federal Election Commission,2020,145800,550444,-73.512291
