OK,Oklahoma,2018,1170628384.27,NULL,NULL,NULL,1
TX,Texas,2018,9038414396.26,NULL,NULL,NULL,1
UT,Utah,2018,1154362983.97,NULL,NULL,NULL,1
TN,Tennessee,2018,7382807713.25,NULL,NULL,NULL,1
SD,South Dakota,2018,589203671.38,NULL,NULL,NULL,1
RI,Rhode Island,2018,412987366.08,NULL,NULL,NULL,1
SC,South Carolina,2018,3667615271.86,NULL,NULL,NULL,1
PR,Puerto Rico,2018,2083265072.54,NULL,NULL,NULL,1
PA,Pennsylvania,2018,5711154129.18,NULL,NULL,NULL,1
VT,Vermont,2018,271494413.37,NULL,NULL,NULL,1
WA,Washington,2018,5458498778.79,NULL,NULL,NULL,1
VI,U.S. Virgin Islands,2018,76105903.99,NULL,NULL,NULL,1
VA,Virginia,2018,7441238026.09,NULL,NULL,NULL,1
WI,Wisconsin,2018,2088261360.96,NULL,NULL,NULL,1
WV,West Virginia,2018,1087735585.55,NULL,NULL,NULL,1
WY,Wyoming,2018,249573946.51,NULL,NULL,NULL,1
